Numero de documentos del corpus:6152
Numero de palabras del corpus:86287
Palabra:_ Frec:297 LogProb:-8.483721112678978
Palabra:dhn Frec:1 LogProb:-15.70288963314114
Palabra:dho Frec:1 LogProb:-15.70288963314114
Palabra:dhxeuwe Frec:1 LogProb:-15.70288963314114
Palabra:dhz Frec:1 LogProb:-15.70288963314114
Palabra:di Frec:9 LogProb:-13.380961538253777
Palabra:diabetes Frec:1 LogProb:-15.70288963314114
Palabra:diablo Frec:2 LogProb:-15.117927132419982
Palabra:diageo Frec:2 LogProb:-15.117927132419982
Palabra:diagnosis Frec:1 LogProb:-15.70288963314114
Palabra:dial Frec:2 LogProb:-15.117927132419982
Palabra:dials Frec:1 LogProb:-15.70288963314114
Palabra:dialyses Frec:1 LogProb:-15.70288963314114
Palabra:diamond Frec:6 LogProb:-13.895534711083537
Palabra:dian Frec:1 LogProb:-15.70288963314114
Palabra:diaporama Frec:2 LogProb:-15.117927132419982
Palabra:diaries Frec:1 LogProb:-15.70288963314114
Palabra:diarrhea Frec:1 LogProb:-15.70288963314114
Palabra:diasporas Frec:1 LogProb:-15.70288963314114
Palabra:dick Frec:7 LogProb:-13.70288963314114
Palabra:dickheads Frec:2 LogProb:-15.117927132419982
Palabra:dicks Frec:1 LogProb:-15.70288963314114
Palabra:dictator Frec:1 LogProb:-15.70288963314114
Palabra:did Frec:72 LogProb:-10.513065074261123
Palabra:didn Frec:24 LogProb:-12.059033443366415
Palabra:didnt Frec:7 LogProb:-13.70288963314114
Palabra:die Frec:24 LogProb:-12.059033443366415
Palabra:diebold Frec:1 LogProb:-15.70288963314114
Palabra:died Frec:10 LogProb:-13.243458014503844
Palabra:diego Frec:1 LogProb:-15.70288963314114
Palabra:dierks Frec:1 LogProb:-15.70288963314114
Palabra:dies Frec:5 LogProb:-14.117927132419982
Palabra:diesel Frec:2 LogProb:-15.117927132419982
Palabra:diet Frec:6 LogProb:-13.895534711083537
Palabra:dievas Frec:1 LogProb:-15.70288963314114
Palabra:diff Frec:2 LogProb:-15.117927132419982
Palabra:differ Frec:1 LogProb:-15.70288963314114
Palabra:difference Frec:4 LogProb:-14.380961538253777
Palabra:different Frec:9 LogProb:-13.380961538253777
Palabra:differently Frec:2 LogProb:-15.117927132419982
Palabra:difficulties Frec:1 LogProb:-15.70288963314114
Palabra:difficulty Frec:1 LogProb:-15.70288963314114
Palabra:dig Frec:1 LogProb:-15.70288963314114
Palabra:digital Frec:4 LogProb:-14.380961538253777
Palabra:digitalhealth Frec:1 LogProb:-15.70288963314114
Palabra:digits Frec:1 LogProb:-15.70288963314114
Palabra:dignity Frec:1 LogProb:-15.70288963314114
Palabra:digs Frec:1 LogProb:-15.70288963314114
Palabra:diiyk Frec:1 LogProb:-15.70288963314114
Palabra:dijk Frec:3 LogProb:-14.70288963314114
Palabra:dijon Frec:1 LogProb:-15.70288963314114
Palabra:dilawri Frec:1 LogProb:-15.70288963314114
Palabra:dilemma Frec:1 LogProb:-15.70288963314114
Palabra:dill Frec:1 LogProb:-15.70288963314114
Palabra:dilute Frec:1 LogProb:-15.70288963314114
Palabra:dilutional Frec:1 LogProb:-15.70288963314114
Palabra:dimensions Frec:1 LogProb:-15.70288963314114
Palabra:din Frec:1 LogProb:-15.70288963314114
Palabra:dinah Frec:1 LogProb:-15.70288963314114
Palabra:dinner Frec:3 LogProb:-14.70288963314114
Palabra:dip Frec:1 LogProb:-15.70288963314114
Palabra:dipping Frec:1 LogProb:-15.70288963314114
Palabra:dire Frec:2 LogProb:-15.117927132419982
Palabra:directing Frec:1 LogProb:-15.70288963314114
Palabra:direction Frec:17 LogProb:-12.532964631698828
Palabra:directioners Frec:13 LogProb:-12.895534711083537
Palabra:directly Frec:1 LogProb:-15.70288963314114
Palabra:director Frec:1 LogProb:-15.70288963314114
Palabra:directors Frec:2 LogProb:-15.117927132419982
Palabra:dirks Frec:1 LogProb:-15.70288963314114
Palabra:dirt Frec:4 LogProb:-14.380961538253777
Palabra:dirtylying Frec:1 LogProb:-15.70288963314114
Palabra:dis Frec:4 LogProb:-14.380961538253777
Palabra:disable Frec:1 LogProb:-15.70288963314114
Palabra:disabledveterans Frec:1 LogProb:-15.70288963314114
Palabra:disadvantaged Frec:1 LogProb:-15.70288963314114
Palabra:disagreements Frec:1 LogProb:-15.70288963314114
Palabra:disappearance Frec:2 LogProb:-15.117927132419982
Palabra:disappearing Frec:1 LogProb:-15.70288963314114
Palabra:disappointed Frec:1 LogProb:-15.70288963314114
Palabra:disappointing Frec:1 LogProb:-15.70288963314114
Palabra:disappoints Frec:3 LogProb:-14.70288963314114
Palabra:disaster Frec:54 LogProb:-10.921529919616479
Palabra:disasters Frec:3 LogProb:-14.70288963314114
Palabra:disc Frec:1 LogProb:-15.70288963314114
Palabra:disciplinary Frec:1 LogProb:-15.70288963314114
Palabra:disclaimer Frec:1 LogProb:-15.70288963314114
Palabra:disco Frec:11 LogProb:-13.117927132419982
Palabra:disconnected Frec:1 LogProb:-15.70288963314114
Palabra:discount Frec:1 LogProb:-15.70288963314114
Palabra:discovered Frec:6 LogProb:-13.895534711083537
Palabra:discuss Frec:2 LogProb:-15.117927132419982
Palabra:discussed Frec:1 LogProb:-15.70288963314114
Palabra:discusses Frec:3 LogProb:-14.70288963314114
Palabra:discussing Frec:1 LogProb:-15.70288963314114
Palabra:discussion Frec:1 LogProb:-15.70288963314114
Palabra:disdain Frec:1 LogProb:-15.70288963314114
Palabra:disease Frec:3 LogProb:-14.70288963314114
Palabra:diseases Frec:1 LogProb:-15.70288963314114
Palabra:disgrace Frec:1 LogProb:-15.70288963314114
Palabra:disgusting Frec:4 LogProb:-14.380961538253777
Palabra:dishonest Frec:1 LogProb:-15.70288963314114
Palabra:disillusioned Frec:1 LogProb:-15.70288963314114
Palabra:dislike Frec:2 LogProb:-15.117927132419982
Palabra:dismantling Frec:1 LogProb:-15.70288963314114
Palabra:dismay Frec:1 LogProb:-15.70288963314114
Palabra:dismaying Frec:1 LogProb:-15.70288963314114
Palabra:dismissed Frec:1 LogProb:-15.70288963314114
Palabra:disney Frec:20 LogProb:-12.310572210362379
Palabra:dispatchers Frec:1 LogProb:-15.70288963314114
Palabra:displaced Frec:15 LogProb:-12.70288963314114
Palabra:display Frec:1 LogProb:-15.70288963314114
Palabra:displeased Frec:2 LogProb:-15.117927132419982
Palabra:disposal Frec:1 LogProb:-15.70288963314114
Palabra:disposition Frec:1 LogProb:-15.70288963314114
Palabra:disrespect Frec:1 LogProb:-15.70288963314114
Palabra:disruptive Frec:1 LogProb:-15.70288963314114
Palabra:diss Frec:6 LogProb:-13.895534711083537
Palabra:distinct Frec:4 LogProb:-14.380961538253777
Palabra:distraction Frec:1 LogProb:-15.70288963314114
Palabra:distress Frec:2 LogProb:-15.117927132419982
Palabra:distributed Frec:1 LogProb:-15.70288963314114
Palabra:disturbances Frec:1 LogProb:-15.70288963314114
Palabra:ditched Frec:1 LogProb:-15.70288963314114
Palabra:ditto Frec:1 LogProb:-15.70288963314114
Palabra:diva Frec:1 LogProb:-15.70288963314114
Palabra:dive Frec:2 LogProb:-15.117927132419982
Palabra:diverse Frec:2 LogProb:-15.117927132419982
Palabra:diversification Frec:1 LogProb:-15.70288963314114
Palabra:divestitures Frec:1 LogProb:-15.70288963314114
Palabra:divided Frec:2 LogProb:-15.117927132419982
Palabra:divides Frec:1 LogProb:-15.70288963314114
Palabra:divine Frec:1 LogProb:-15.70288963314114
Palabra:diving Frec:9 LogProb:-13.380961538253777
Palabra:division Frec:1 LogProb:-15.70288963314114
Palabra:divisions Frec:1 LogProb:-15.70288963314114
Palabra:divorce Frec:1 LogProb:-15.70288963314114
Palabra:dix Frec:1 LogProb:-15.70288963314114
Palabra:dixie Frec:2 LogProb:-15.117927132419982
Palabra:dixon Frec:1 LogProb:-15.70288963314114
Palabra:dj Frec:7 LogProb:-13.70288963314114
Palabra:djllxozp Frec:1 LogProb:-15.70288963314114
Palabra:dk Frec:9 LogProb:-13.380961538253777
Palabra:dkf Frec:1 LogProb:-15.70288963314114
Palabra:dkhqgv Frec:1 LogProb:-15.70288963314114
Palabra:dko Frec:1 LogProb:-15.70288963314114
Palabra:dkoez Frec:1 LogProb:-15.70288963314114
Palabra:dl Frec:4 LogProb:-14.380961538253777
Palabra:dlc Frec:1 LogProb:-15.70288963314114
Palabra:dm Frec:3 LogProb:-14.70288963314114
Palabra:dmd Frec:1 LogProb:-15.70288963314114
Palabra:dmpl Frec:2 LogProb:-15.117927132419982
Palabra:dmt Frec:1 LogProb:-15.70288963314114
Palabra:dn Frec:3 LogProb:-14.70288963314114
Palabra:dnb Frec:11 LogProb:-13.117927132419982
Palabra:dnbheaven Frec:1 LogProb:-15.70288963314114
Palabra:dnc Frec:1 LogProb:-15.70288963314114
Palabra:dnf Frec:1 LogProb:-15.70288963314114
Palabra:dnk Frec:1 LogProb:-15.70288963314114
Palabra:dnp Frec:1 LogProb:-15.70288963314114
Palabra:dnq Frec:1 LogProb:-15.70288963314114
Palabra:dnt Frec:1 LogProb:-15.70288963314114
Palabra:dntx Frec:1 LogProb:-15.70288963314114
Palabra:do Frec:183 LogProb:-9.179327677084126
Palabra:doc Frec:1 LogProb:-15.70288963314114
Palabra:doco Frec:1 LogProb:-15.70288963314114
Palabra:doctor Frec:3 LogProb:-14.70288963314114
Palabra:doctors Frec:1 LogProb:-15.70288963314114
Palabra:document Frec:1 LogProb:-15.70288963314114
Palabra:documentary Frec:1 LogProb:-15.70288963314114
Palabra:documents Frec:2 LogProb:-15.117927132419982
Palabra:doczone Frec:1 LogProb:-15.70288963314114
Palabra:dodging Frec:1 LogProb:-15.70288963314114
Palabra:doe Frec:2 LogProb:-15.117927132419982
Palabra:doer Frec:1 LogProb:-15.70288963314114
Palabra:does Frec:35 LogProb:-11.532964631698826
Palabra:doesn Frec:23 LogProb:-12.117927132419982
Palabra:doesnt Frec:1 LogProb:-15.70288963314114
Palabra:doessnt Frec:1 LogProb:-15.70288963314114
Palabra:dog Frec:21 LogProb:-12.243458014503844
Palabra:dogbite Frec:1 LogProb:-15.70288963314114
Palabra:dogg Frec:1 LogProb:-15.70288963314114
Palabra:dogger Frec:1 LogProb:-15.70288963314114
Palabra:dogs Frec:9 LogProb:-13.380961538253777
Palabra:dogsarebetterthancats Frec:1 LogProb:-15.70288963314114
Palabra:doin Frec:1 LogProb:-15.70288963314114
Palabra:doing Frec:31 LogProb:-11.70288963314114
Palabra:doinghashtagsright Frec:1 LogProb:-15.70288963314114
Palabra:dojo Frec:1 LogProb:-15.70288963314114
Palabra:dolla Frec:1 LogProb:-15.70288963314114
Palabra:dollar Frec:5 LogProb:-14.117927132419982
Palabra:dollars Frec:1 LogProb:-15.70288963314114
Palabra:dolls Frec:3 LogProb:-14.70288963314114
Palabra:dolphins Frec:2 LogProb:-15.117927132419982
Palabra:dom Frec:1 LogProb:-15.70288963314114
Palabra:domain Frec:1 LogProb:-15.70288963314114
Palabra:domains Frec:1 LogProb:-15.70288963314114
Palabra:domestic Frec:1 LogProb:-15.70288963314114
Palabra:domesticate Frec:1 LogProb:-15.70288963314114
Palabra:dominance Frec:1 LogProb:-15.70288963314114
Palabra:dominant Frec:2 LogProb:-15.117927132419982
Palabra:dominguez Frec:1 LogProb:-15.70288963314114
Palabra:dominion Frec:1 LogProb:-15.70288963314114
Palabra:dominos Frec:1 LogProb:-15.70288963314114
Palabra:don Frec:183 LogProb:-9.179327677084126
Palabra:donald Frec:2 LogProb:-15.117927132419982
Palabra:donaldson Frec:1 LogProb:-15.70288963314114
Palabra:donate Frec:4 LogProb:-14.380961538253777
Palabra:donation Frec:1 LogProb:-15.70288963314114
Palabra:donations Frec:1 LogProb:-15.70288963314114
Palabra:done Frec:25 LogProb:-12.002449915000046
Palabra:dones Frec:1 LogProb:-15.70288963314114
Palabra:donnell Frec:1 LogProb:-15.70288963314114
Palabra:donnelly Frec:1 LogProb:-15.70288963314114
Palabra:donnie Frec:2 LogProb:-15.117927132419982
Palabra:donny Frec:1 LogProb:-15.70288963314114
Palabra:dont Frec:24 LogProb:-12.059033443366415
Palabra:dontexpectnothing Frec:1 LogProb:-15.70288963314114
Palabra:donthate Frec:1 LogProb:-15.70288963314114
Palabra:donuts Frec:1 LogProb:-15.70288963314114
Palabra:donzilla Frec:1 LogProb:-15.70288963314114
Palabra:doomsday Frec:2 LogProb:-15.117927132419982
Palabra:doone Frec:1 LogProb:-15.70288963314114
Palabra:door Frec:14 LogProb:-12.79599903753262
Palabra:doors Frec:3 LogProb:-14.70288963314114
Palabra:dope Frec:1 LogProb:-15.70288963314114
Palabra:dopey Frec:2 LogProb:-15.117927132419982
Palabra:doping Frec:1 LogProb:-15.70288963314114
Palabra:doplk Frec:1 LogProb:-15.70288963314114
Palabra:dorett Frec:1 LogProb:-15.70288963314114
Palabra:dorette Frec:1 LogProb:-15.70288963314114
Palabra:doritos Frec:1 LogProb:-15.70288963314114
Palabra:dorling Frec:1 LogProb:-15.70288963314114
Palabra:dorman Frec:2 LogProb:-15.117927132419982
Palabra:dorret Frec:5 LogProb:-14.117927132419982
Palabra:dorrian Frec:1 LogProb:-15.70288963314114
Palabra:dorrie Frec:1 LogProb:-15.70288963314114
Palabra:dorset Frec:1 LogProb:-15.70288963314114
Palabra:dos Frec:1 LogProb:-15.70288963314114
Palabra:dose Frec:1 LogProb:-15.70288963314114
Palabra:dota Frec:1 LogProb:-15.70288963314114
Palabra:dotish Frec:1 LogProb:-15.70288963314114
Palabra:double Frec:17 LogProb:-12.532964631698828
Palabra:doublecups Frec:2 LogProb:-15.117927132419982
Palabra:doubleghats Frec:1 LogProb:-15.70288963314114
Palabra:doubleshot Frec:1 LogProb:-15.70288963314114
Palabra:doubt Frec:6 LogProb:-13.895534711083537
Palabra:douchebag Frec:1 LogProb:-15.70288963314114
Palabra:doug Frec:1 LogProb:-15.70288963314114
Palabra:dough Frec:1 LogProb:-15.70288963314114
Palabra:dougkessler Frec:1 LogProb:-15.70288963314114
Palabra:dove Frec:1 LogProb:-15.70288963314114
Palabra:down Frec:63 LogProb:-10.70288963314114
Palabra:downfall Frec:1 LogProb:-15.70288963314114
Palabra:downing Frec:1 LogProb:-15.70288963314114
Palabra:download Frec:14 LogProb:-12.79599903753262
Palabra:downloading Frec:1 LogProb:-15.70288963314114
Palabra:downright Frec:1 LogProb:-15.70288963314114
Palabra:downstairs Frec:2 LogProb:-15.117927132419982
Palabra:downtime Frec:1 LogProb:-15.70288963314114
Palabra:downtown Frec:7 LogProb:-13.70288963314114
Palabra:dpoaf Frec:1 LogProb:-15.70288963314114
Palabra:dq Frec:4 LogProb:-14.380961538253777
Palabra:dqpflmkr Frec:1 LogProb:-15.70288963314114
Palabra:dqsvyusy Frec:1 LogProb:-15.70288963314114
Palabra:dqz Frec:1 LogProb:-15.70288963314114
Palabra:dr Frec:10 LogProb:-13.243458014503844
Palabra:dracula Frec:1 LogProb:-15.70288963314114
Palabra:draft Frec:1 LogProb:-15.70288963314114
Palabra:drafted Frec:1 LogProb:-15.70288963314114
Palabra:drag Frec:2 LogProb:-15.117927132419982
Palabra:dragneel Frec:1 LogProb:-15.70288963314114
Palabra:drago Frec:1 LogProb:-15.70288963314114
Palabra:dragon Frec:5 LogProb:-14.117927132419982
Palabra:dragonvale Frec:1 LogProb:-15.70288963314114
Palabra:drain Frec:1 LogProb:-15.70288963314114
Palabra:draining Frec:1 LogProb:-15.70288963314114
Palabra:drake Frec:20 LogProb:-12.310572210362379
Palabra:drako Frec:1 LogProb:-15.70288963314114
Palabra:drama Frec:2 LogProb:-15.117927132419982
Palabra:dramatic Frec:2 LogProb:-15.117927132419982
Palabra:drank Frec:1 LogProb:-15.70288963314114
Palabra:dravet Frec:1 LogProb:-15.70288963314114
Palabra:draw Frec:3 LogProb:-14.70288963314114
Palabra:drawing Frec:1 LogProb:-15.70288963314114
Palabra:drawn Frec:1 LogProb:-15.70288963314114
Palabra:drayesha Frec:1 LogProb:-15.70288963314114
Palabra:dreadfully Frec:1 LogProb:-15.70288963314114
Palabra:dream Frec:9 LogProb:-13.380961538253777
Palabra:dreaming Frec:1 LogProb:-15.70288963314114
Palabra:dreamland Frec:1 LogProb:-15.70288963314114
Palabra:dreams Frec:6 LogProb:-13.895534711083537
Palabra:dreamworks Frec:1 LogProb:-15.70288963314114
Palabra:dredougie Frec:1 LogProb:-15.70288963314114
Palabra:dren Frec:1 LogProb:-15.70288963314114
Palabra:dress Frec:4 LogProb:-14.380961538253777
Palabra:dresser Frec:1 LogProb:-15.70288963314114
Palabra:dressing Frec:1 LogProb:-15.70288963314114
Palabra:drew Frec:2 LogProb:-15.117927132419982
Palabra:dribbling Frec:1 LogProb:-15.70288963314114
Palabra:dried Frec:1 LogProb:-15.70288963314114
Palabra:dries Frec:1 LogProb:-15.70288963314114
Palabra:drifting Frec:1 LogProb:-15.70288963314114
Palabra:drill Frec:5 LogProb:-14.117927132419982
Palabra:driller Frec:1 LogProb:-15.70288963314114
Palabra:drink Frec:13 LogProb:-12.895534711083537
Palabra:drinkers Frec:1 LogProb:-15.70288963314114
Palabra:drinking Frec:6 LogProb:-13.895534711083537
Palabra:drinks Frec:3 LogProb:-14.70288963314114
Palabra:drive Frec:12 LogProb:-13.002449915000046
Palabra:driven Frec:2 LogProb:-15.117927132419982
Palabra:driver Frec:4 LogProb:-14.380961538253777
Palabra:driverless Frec:2 LogProb:-15.117927132419982
Palabra:driverlesscars Frec:1 LogProb:-15.70288963314114
Palabra:drivers Frec:2 LogProb:-15.117927132419982
Palabra:drives Frec:1 LogProb:-15.70288963314114
Palabra:driving Frec:16 LogProb:-12.6154267918908
Palabra:drj Frec:1 LogProb:-15.70288963314114
Palabra:drjustinmazur Frec:1 LogProb:-15.70288963314114
Palabra:drob Frec:1 LogProb:-15.70288963314114
Palabra:droid Frec:2 LogProb:-15.117927132419982
Palabra:drone Frec:1 LogProb:-15.70288963314114
Palabra:drones Frec:1 LogProb:-15.70288963314114
Palabra:drools Frec:1 LogProb:-15.70288963314114
Palabra:drop Frec:6 LogProb:-13.895534711083537
Palabra:droppd Frec:1 LogProb:-15.70288963314114
Palabra:dropped Frec:4 LogProb:-14.380961538253777
Palabra:dropping Frec:3 LogProb:-14.70288963314114
Palabra:drought Frec:10 LogProb:-13.243458014503844
Palabra:drove Frec:5 LogProb:-14.117927132419982
Palabra:drown Frec:45 LogProb:-11.179327677084126
Palabra:drowned Frec:21 LogProb:-12.243458014503844
Palabra:drowning Frec:29 LogProb:-11.79599903753262
Palabra:drowns Frec:1 LogProb:-15.70288963314114
Palabra:drug Frec:3 LogProb:-14.70288963314114
Palabra:drugs Frec:2 LogProb:-15.117927132419982
Palabra:drum Frec:3 LogProb:-14.70288963314114
Palabra:drumming Frec:1 LogProb:-15.70288963314114
Palabra:drumpf Frec:1 LogProb:-15.70288963314114
Palabra:drums Frec:1 LogProb:-15.70288963314114
Palabra:drunk Frec:9 LogProb:-13.380961538253777
Palabra:drwbp Frec:1 LogProb:-15.70288963314114
Palabra:dry Frec:3 LogProb:-14.70288963314114
Palabra:drydbu Frec:1 LogProb:-15.70288963314114
Palabra:dryer Frec:2 LogProb:-15.117927132419982
Palabra:ds Frec:3 LogProb:-14.70288963314114
Palabra:dserialpcilp Frec:1 LogProb:-15.70288963314114
Palabra:dskf Frec:1 LogProb:-15.70288963314114
Palabra:dsmbqkwu Frec:1 LogProb:-15.70288963314114
Palabra:dsna Frec:1 LogProb:-15.70288963314114
Palabra:dspdkruk Frec:1 LogProb:-15.70288963314114
Palabra:dst Frec:1 LogProb:-15.70288963314114
Palabra:dt Frec:2 LogProb:-15.117927132419982
Palabra:dtb Frec:1 LogProb:-15.70288963314114
Palabra:dthr Frec:1 LogProb:-15.70288963314114
Palabra:dtom Frec:1 LogProb:-15.70288963314114
Palabra:dtoqhhg Frec:1 LogProb:-15.70288963314114
Palabra:dtour Frec:1 LogProb:-15.70288963314114
Palabra:du Frec:2 LogProb:-15.117927132419982
Palabra:dual Frec:4 LogProb:-14.380961538253777
Palabra:dualcom Frec:1 LogProb:-15.70288963314114
Palabra:dub Frec:2 LogProb:-15.117927132419982
Palabra:dubai Frec:1 LogProb:-15.70288963314114
Palabra:dublin Frec:1 LogProb:-15.70288963314114
Palabra:dubloadz Frec:1 LogProb:-15.70288963314114
Palabra:dubstep Frec:10 LogProb:-13.243458014503844
Palabra:duck Frec:2 LogProb:-15.117927132419982
Palabra:ducks Frec:6 LogProb:-13.895534711083537
Palabra:duckvillelol Frec:1 LogProb:-15.70288963314114
Palabra:dude Frec:14 LogProb:-12.79599903753262
Palabra:dudes Frec:2 LogProb:-15.117927132419982
Palabra:due Frec:15 LogProb:-12.70288963314114
Palabra:dugway Frec:1 LogProb:-15.70288963314114
Palabra:duh Frec:1 LogProb:-15.70288963314114
Palabra:dukes Frec:2 LogProb:-15.117927132419982
Palabra:duli Frec:1 LogProb:-15.70288963314114
Palabra:dull Frec:1 LogProb:-15.70288963314114
Palabra:duly Frec:1 LogProb:-15.70288963314114
Palabra:dumb Frec:3 LogProb:-14.70288963314114
Palabra:dumbass Frec:1 LogProb:-15.70288963314114
Palabra:dumbfounded Frec:1 LogProb:-15.70288963314114
Palabra:dummies Frec:1 LogProb:-15.70288963314114
Palabra:dummy Frec:1 LogProb:-15.70288963314114
Palabra:dumuzid Frec:1 LogProb:-15.70288963314114
Palabra:dunbar Frec:3 LogProb:-14.70288963314114
Palabra:dunce Frec:1 LogProb:-15.70288963314114
Palabra:dune Frec:2 LogProb:-15.117927132419982
Palabra:dungeon Frec:1 LogProb:-15.70288963314114
Palabra:dungeons Frec:1 LogProb:-15.70288963314114
Palabra:dunking Frec:1 LogProb:-15.70288963314114
Palabra:duotimr Frec:1 LogProb:-15.70288963314114
Palabra:dupe Frec:1 LogProb:-15.70288963314114
Palabra:duplicate Frec:1 LogProb:-15.70288963314114
Palabra:dupree Frec:1 LogProb:-15.70288963314114
Palabra:durability Frec:1 LogProb:-15.70288963314114
Palabra:durant Frec:2 LogProb:-15.117927132419982
Palabra:durban Frec:1 LogProb:-15.70288963314114
Palabra:durham Frec:2 LogProb:-15.117927132419982
Palabra:during Frec:19 LogProb:-12.380961538253777
Palabra:durvod Frec:1 LogProb:-15.70288963314114
Palabra:dust Frec:20 LogProb:-12.310572210362379
Palabra:dustpig Frec:1 LogProb:-15.70288963314114
Palabra:dutch Frec:3 LogProb:-14.70288963314114
Palabra:duties Frec:1 LogProb:-15.70288963314114
Palabra:dutton Frec:1 LogProb:-15.70288963314114
Palabra:duty Frec:5 LogProb:-14.117927132419982
Palabra:dv Frec:2 LogProb:-15.117927132419982
Palabra:dvbbs Frec:1 LogProb:-15.70288963314114
Palabra:dvd Frec:5 LogProb:-14.117927132419982
Palabra:dvds Frec:1 LogProb:-15.70288963314114
Palabra:dvhu Frec:1 LogProb:-15.70288963314114
Palabra:dw Frec:2 LogProb:-15.117927132419982
Palabra:dwarfs Frec:1 LogProb:-15.70288963314114
Palabra:dwarves Frec:1 LogProb:-15.70288963314114
Palabra:dwell Frec:1 LogProb:-15.70288963314114
Palabra:dwight Frec:2 LogProb:-15.117927132419982
Palabra:dwkelreo Frec:1 LogProb:-15.70288963314114
Palabra:dwvllq Frec:1 LogProb:-15.70288963314114
Palabra:dx Frec:1 LogProb:-15.70288963314114
Palabra:dxc Frec:1 LogProb:-15.70288963314114
Palabra:dxnt Frec:1 LogProb:-15.70288963314114
Palabra:dxwibdp Frec:1 LogProb:-15.70288963314114
Palabra:dy Frec:2 LogProb:-15.117927132419982
Palabra:dyd Frec:1 LogProb:-15.70288963314114
Palabra:dying Frec:8 LogProb:-13.532964631698828
Palabra:dynastic Frec:1 LogProb:-15.70288963314114
Palabra:dynasty Frec:1 LogProb:-15.70288963314114
Palabra:dysfunctional Frec:2 LogProb:-15.117927132419982
Palabra:dysfunctionalredline Frec:1 LogProb:-15.70288963314114
Palabra:dystopian Frec:2 LogProb:-15.117927132419982
Palabra:dz Frec:1 LogProb:-15.70288963314114
Palabra:dzgzqemf Frec:1 LogProb:-15.70288963314114
Palabra:dzjx Frec:1 LogProb:-15.70288963314114
Palabra:dzvgwx Frec:1 LogProb:-15.70288963314114
Palabra:e Frec:46 LogProb:-11.148300781463503
Palabra:eac Frec:1 LogProb:-15.70288963314114
Palabra:each Frec:9 LogProb:-13.380961538253777
Palabra:ead Frec:1 LogProb:-15.70288963314114
Palabra:eagle Frec:1 LogProb:-15.70288963314114
Palabra:eagles Frec:2 LogProb:-15.117927132419982
Palabra:ear Frec:3 LogProb:-14.70288963314114
Palabra:earbuds Frec:2 LogProb:-15.117927132419982
Palabra:earl Frec:1 LogProb:-15.70288963314114
Palabra:earlier Frec:8 LogProb:-13.532964631698828
Palabra:early Frec:8 LogProb:-13.532964631698828
Palabra:earn Frec:2 LogProb:-15.117927132419982
Palabra:earned Frec:2 LogProb:-15.117927132419982
Palabra:earners Frec:5 LogProb:-14.117927132419982
Palabra:earnings Frec:2 LogProb:-15.117927132419982
Palabra:earphones Frec:1 LogProb:-15.70288963314114
Palabra:earrings Frec:4 LogProb:-14.380961538253777
Palabra:ears Frec:8 LogProb:-13.532964631698828
Palabra:earth Frec:17 LogProb:-12.532964631698828
Palabra:earthquake Frec:7 LogProb:-13.70288963314114
Palabra:earthquakes Frec:1 LogProb:-15.70288963314114
Palabra:ease Frec:1 LogProb:-15.70288963314114
Palabra:easier Frec:1 LogProb:-15.70288963314114
Palabra:easily Frec:6 LogProb:-13.895534711083537
Palabra:east Frec:2 LogProb:-15.117927132419982
Palabra:easter Frec:1 LogProb:-15.70288963314114
Palabra:easy Frec:9 LogProb:-13.380961538253777
Palabra:eat Frec:12 LogProb:-13.002449915000046
Palabra:eaten Frec:2 LogProb:-15.117927132419982
Palabra:eating Frec:5 LogProb:-14.117927132419982
Palabra:eatshit Frec:1 LogProb:-15.70288963314114
Palabra:ebay Frec:39 LogProb:-11.380961538253779
Palabra:ebb Frec:1 LogProb:-15.70288963314114
Palabra:eblokeve Frec:10 LogProb:-13.243458014503844
Palabra:ebola Frec:1 LogProb:-15.70288963314114
Palabra:ebony Frec:1 LogProb:-15.70288963314114
Palabra:ebook Frec:1 LogProb:-15.70288963314114
Palabra:ebqz Frec:1 LogProb:-15.70288963314114
Palabra:ebz Frec:1 LogProb:-15.70288963314114
Palabra:ec Frec:1 LogProb:-15.70288963314114
Palabra:echoes Frec:1 LogProb:-15.70288963314114
Palabra:eco Frec:1 LogProb:-15.70288963314114
Palabra:econom Frec:1 LogProb:-15.70288963314114
Palabra:economic Frec:8 LogProb:-13.532964631698828
Palabra:economically Frec:1 LogProb:-15.70288963314114
Palabra:economies Frec:2 LogProb:-15.117927132419982
Palabra:economist Frec:1 LogProb:-15.70288963314114
Palabra:economists Frec:1 LogProb:-15.70288963314114
Palabra:economy Frec:5 LogProb:-14.117927132419982
Palabra:ecstatic Frec:1 LogProb:-15.70288963314114
Palabra:ect Frec:1 LogProb:-15.70288963314114
Palabra:ecvl Frec:1 LogProb:-15.70288963314114
Palabra:ed Frec:3 LogProb:-14.70288963314114
Palabra:edcxo Frec:1 LogProb:-15.70288963314114
Palabra:eden Frec:5 LogProb:-14.117927132419982
Palabra:edge Frec:4 LogProb:-14.380961538253777
Palabra:edinburgh Frec:1 LogProb:-15.70288963314114
Palabra:edison Frec:1 LogProb:-15.70288963314114
Palabra:edit Frec:3 LogProb:-14.70288963314114
Palabra:edition Frec:7 LogProb:-13.70288963314114
Palabra:editor Frec:6 LogProb:-13.895534711083537
Palabra:edk Frec:1 LogProb:-15.70288963314114
Palabra:edkins Frec:1 LogProb:-15.70288963314114
Palabra:edm Frec:15 LogProb:-12.70288963314114
Palabra:edmonton Frec:3 LogProb:-14.70288963314114
