Numero de documentos del corpus:4654
Numero de palabras del corpus:67361
Palabra:_ Frec:271 LogProb:-8.333665104591756
Palabra:disappearance Frec:1 LogProb:-15.421127945842095
Palabra:disappeared Frec:2 LogProb:-14.836165445120939
Palabra:disappointed Frec:1 LogProb:-15.421127945842095
Palabra:disarmed Frec:1 LogProb:-15.421127945842095
Palabra:disaster Frec:158 LogProb:-9.10824499055774
Palabra:disasterrecovery Frec:1 LogProb:-15.421127945842095
Palabra:disasters Frec:4 LogProb:-14.099199850954733
Palabra:disclos Frec:2 LogProb:-14.836165445120939
Palabra:disclosed Frec:1 LogProb:-15.421127945842095
Palabra:disconnected Frec:1 LogProb:-15.421127945842095
Palabra:discourse Frec:1 LogProb:-15.421127945842095
Palabra:discovered Frec:4 LogProb:-14.099199850954733
Palabra:discovery Frec:5 LogProb:-13.836165445120939
Palabra:discusses Frec:1 LogProb:-15.421127945842095
Palabra:discussion Frec:1 LogProb:-15.421127945842095
Palabra:disea Frec:25 LogProb:-11.720688227701002
Palabra:disease Frec:18 LogProb:-12.17320043239851
Palabra:disembarkment Frec:1 LogProb:-15.421127945842095
Palabra:disfigured Frec:1 LogProb:-15.421127945842095
Palabra:disgusted Frec:1 LogProb:-15.421127945842095
Palabra:disgusting Frec:1 LogProb:-15.421127945842095
Palabra:disinfo Frec:1 LogProb:-15.421127945842095
Palabra:dislocation Frec:1 LogProb:-15.421127945842095
Palabra:dismayed Frec:1 LogProb:-15.421127945842095
Palabra:dismisses Frec:1 LogProb:-15.421127945842095
Palabra:disney Frec:2 LogProb:-14.836165445120939
Palabra:disneyland Frec:1 LogProb:-15.421127945842095
Palabra:disorder Frec:1 LogProb:-15.421127945842095
Palabra:disorders Frec:1 LogProb:-15.421127945842095
Palabra:disowned Frec:1 LogProb:-15.421127945842095
Palabra:disowns Frec:1 LogProb:-15.421127945842095
Palabra:dispatch Frec:1 LogProb:-15.421127945842095
Palabra:dispensary Frec:1 LogProb:-15.421127945842095
Palabra:dispersed Frec:1 LogProb:-15.421127945842095
Palabra:displac Frec:1 LogProb:-15.421127945842095
Palabra:displace Frec:3 LogProb:-14.421127945842095
Palabra:displaced Frec:37 LogProb:-11.17320043239851
Palabra:displaces Frec:1 LogProb:-15.421127945842095
Palabra:display Frec:2 LogProb:-14.836165445120939
Palabra:disposed Frec:1 LogProb:-15.421127945842095
Palabra:dispute Frec:1 LogProb:-15.421127945842095
Palabra:disregard Frec:2 LogProb:-14.836165445120939
Palabra:disrupted Frec:1 LogProb:-15.421127945842095
Palabra:disrupting Frec:1 LogProb:-15.421127945842095
Palabra:disruptive Frec:1 LogProb:-15.421127945842095
Palabra:disrupts Frec:6 LogProb:-13.61377302378449
Palabra:dissertation Frec:1 LogProb:-15.421127945842095
Palabra:dissuaded Frec:1 LogProb:-15.421127945842095
Palabra:distance Frec:5 LogProb:-13.836165445120939
Palabra:distant Frec:1 LogProb:-15.421127945842095
Palabra:distinct Frec:1 LogProb:-15.421127945842095
Palabra:distinction Frec:1 LogProb:-15.421127945842095
Palabra:distributed Frec:1 LogProb:-15.421127945842095
Palabra:distribution Frec:1 LogProb:-15.421127945842095
Palabra:district Frec:3 LogProb:-14.421127945842095
Palabra:disturbing Frec:1 LogProb:-15.421127945842095
Palabra:div Frec:1 LogProb:-15.421127945842095
Palabra:diva Frec:1 LogProb:-15.421127945842095
Palabra:dive Frec:1 LogProb:-15.421127945842095
Palabra:diver Frec:1 LogProb:-15.421127945842095
Palabra:divers Frec:1 LogProb:-15.421127945842095
Palabra:diverted Frec:1 LogProb:-15.421127945842095
Palabra:diverts Frec:1 LogProb:-15.421127945842095
Palabra:divestment Frec:1 LogProb:-15.421127945842095
Palabra:diving Frec:2 LogProb:-14.836165445120939
Palabra:divr Frec:1 LogProb:-15.421127945842095
Palabra:diyala Frec:1 LogProb:-15.421127945842095
Palabra:dj Frec:1 LogProb:-15.421127945842095
Palabra:djgha Frec:1 LogProb:-15.421127945842095
Palabra:djxanmm Frec:1 LogProb:-15.421127945842095
Palabra:dkc Frec:1 LogProb:-15.421127945842095
Palabra:dkpoonp Frec:1 LogProb:-15.421127945842095
Palabra:dkrzi Frec:1 LogProb:-15.421127945842095
Palabra:dks Frec:1 LogProb:-15.421127945842095
Palabra:dkvue Frec:1 LogProb:-15.421127945842095
Palabra:dkw Frec:1 LogProb:-15.421127945842095
Palabra:dky Frec:1 LogProb:-15.421127945842095
Palabra:dl Frec:1 LogProb:-15.421127945842095
Palabra:dlc Frec:1 LogProb:-15.421127945842095
Palabra:dlh Frec:2 LogProb:-14.836165445120939
Palabra:dll Frec:2 LogProb:-14.836165445120939
Palabra:dllv Frec:1 LogProb:-15.421127945842095
Palabra:dlq Frec:1 LogProb:-15.421127945842095
Palabra:dltm Frec:1 LogProb:-15.421127945842095
Palabra:dlx Frec:1 LogProb:-15.421127945842095
Palabra:dm Frec:3 LogProb:-14.421127945842095
Palabra:dmdxzvb Frec:1 LogProb:-15.421127945842095
Palabra:dmrnltk Frec:1 LogProb:-15.421127945842095
Palabra:dn Frec:2 LogProb:-14.836165445120939
Palabra:dna Frec:1 LogProb:-15.421127945842095
Palabra:dnr Frec:1 LogProb:-15.421127945842095
Palabra:dns Frec:1 LogProb:-15.421127945842095
Palabra:do Frec:64 LogProb:-10.39876013281364
Palabra:doa Frec:1 LogProb:-15.421127945842095
Palabra:doc Frec:3 LogProb:-14.421127945842095
Palabra:dock Frec:1 LogProb:-15.421127945842095
Palabra:docked Frec:1 LogProb:-15.421127945842095
Palabra:docks Frec:2 LogProb:-14.836165445120939
Palabra:doctor Frec:2 LogProb:-14.836165445120939
Palabra:doctors Frec:2 LogProb:-14.836165445120939
Palabra:document Frec:1 LogProb:-15.421127945842095
Palabra:documenting Frec:2 LogProb:-14.836165445120939
Palabra:documents Frec:7 LogProb:-13.421127945842096
Palabra:dodge Frec:1 LogProb:-15.421127945842095
Palabra:dodging Frec:1 LogProb:-15.421127945842095
Palabra:does Frec:28 LogProb:-11.563146950714524
Palabra:doesn Frec:20 LogProb:-12.028810523063335
Palabra:dog Frec:7 LogProb:-13.421127945842096
Palabra:dogs Frec:4 LogProb:-14.099199850954733
Palabra:doing Frec:10 LogProb:-12.961696327204796
Palabra:dolakha Frec:1 LogProb:-15.421127945842095
Palabra:dollar Frec:4 LogProb:-14.099199850954733
Palabra:dollars Frec:1 LogProb:-15.421127945842095
Palabra:dolphin Frec:2 LogProb:-14.836165445120939
Palabra:dome Frec:1 LogProb:-15.421127945842095
Palabra:domestic Frec:1 LogProb:-15.421127945842095
Palabra:domination Frec:1 LogProb:-15.421127945842095
Palabra:don Frec:64 LogProb:-10.39876013281364
Palabra:donald Frec:2 LogProb:-14.836165445120939
Palabra:donate Frec:3 LogProb:-14.421127945842095
Palabra:donated Frec:1 LogProb:-15.421127945842095
Palabra:donation Frec:1 LogProb:-15.421127945842095
Palabra:done Frec:14 LogProb:-12.514237350233577
Palabra:doni Frec:1 LogProb:-15.421127945842095
Palabra:dont Frec:9 LogProb:-13.099199850954733
Palabra:doof Frec:1 LogProb:-15.421127945842095
Palabra:doomed Frec:1 LogProb:-15.421127945842095
Palabra:door Frec:2 LogProb:-14.836165445120939
Palabra:doors Frec:2 LogProb:-14.836165445120939
Palabra:doppler Frec:1 LogProb:-15.421127945842095
Palabra:dorion Frec:1 LogProb:-15.421127945842095
Palabra:doris Frec:1 LogProb:-15.421127945842095
Palabra:dorman Frec:1 LogProb:-15.421127945842095
Palabra:dorret Frec:1 LogProb:-15.421127945842095
Palabra:dorrett Frec:1 LogProb:-15.421127945842095
Palabra:dose Frec:2 LogProb:-14.836165445120939
Palabra:dothraki Frec:2 LogProb:-14.836165445120939
Palabra:double Frec:5 LogProb:-13.836165445120939
Palabra:douchebag Frec:1 LogProb:-15.421127945842095
Palabra:doug Frec:1 LogProb:-15.421127945842095
Palabra:dove Frec:3 LogProb:-14.421127945842095
Palabra:doves Frec:1 LogProb:-15.421127945842095
Palabra:down Frec:57 LogProb:-10.563146950714524
Palabra:downfall Frec:1 LogProb:-15.421127945842095
Palabra:download Frec:6 LogProb:-13.61377302378449
Palabra:downpours Frec:2 LogProb:-14.836165445120939
Palabra:downtown Frec:14 LogProb:-12.514237350233577
Palabra:dozen Frec:5 LogProb:-13.836165445120939
Palabra:dozens Frec:9 LogProb:-13.099199850954733
Palabra:dp Frec:1 LogProb:-15.421127945842095
Palabra:dpdu Frec:1 LogProb:-15.421127945842095
Palabra:dpjgyl Frec:1 LogProb:-15.421127945842095
Palabra:dplz Frec:1 LogProb:-15.421127945842095
Palabra:dpmv Frec:1 LogProb:-15.421127945842095
Palabra:dq Frec:1 LogProb:-15.421127945842095
Palabra:dqqk Frec:1 LogProb:-15.421127945842095
Palabra:dr Frec:10 LogProb:-12.961696327204796
Palabra:draenor Frec:1 LogProb:-15.421127945842095
Palabra:drained Frec:1 LogProb:-15.421127945842095
Palabra:drains Frec:1 LogProb:-15.421127945842095
Palabra:drake Frec:7 LogProb:-13.421127945842096
Palabra:drama Frec:2 LogProb:-14.836165445120939
Palabra:dramatic Frec:9 LogProb:-13.099199850954733
Palabra:dramatically Frec:1 LogProb:-15.421127945842095
Palabra:drawn Frec:7 LogProb:-13.421127945842096
Palabra:draws Frec:1 LogProb:-15.421127945842095
Palabra:dream Frec:2 LogProb:-14.836165445120939
Palabra:dreaming Frec:1 LogProb:-15.421127945842095
Palabra:dreams Frec:1 LogProb:-15.421127945842095
Palabra:dreamy Frec:1 LogProb:-15.421127945842095
Palabra:dress Frec:2 LogProb:-14.836165445120939
Palabra:dressed Frec:2 LogProb:-14.836165445120939
Palabra:drf Frec:1 LogProb:-15.421127945842095
Palabra:dried Frec:1 LogProb:-15.421127945842095
Palabra:drift Frec:1 LogProb:-15.421127945842095
Palabra:drifted Frec:1 LogProb:-15.421127945842095
Palabra:drifting Frec:1 LogProb:-15.421127945842095
Palabra:drill Frec:5 LogProb:-13.836165445120939
Palabra:drilling Frec:1 LogProb:-15.421127945842095
Palabra:drills Frec:1 LogProb:-15.421127945842095
Palabra:drink Frec:1 LogProb:-15.421127945842095
Palabra:drinking Frec:4 LogProb:-14.099199850954733
Palabra:drinks Frec:1 LogProb:-15.421127945842095
Palabra:driscoll Frec:1 LogProb:-15.421127945842095
Palabra:driuac Frec:1 LogProb:-15.421127945842095
Palabra:drive Frec:12 LogProb:-12.720688227701002
Palabra:driven Frec:2 LogProb:-14.836165445120939
Palabra:driver Frec:16 LogProb:-12.333665104591756
Palabra:driverless Frec:1 LogProb:-15.421127945842095
Palabra:drivers Frec:1 LogProb:-15.421127945842095
Palabra:drives Frec:4 LogProb:-14.099199850954733
Palabra:driving Frec:10 LogProb:-12.961696327204796
Palabra:droid Frec:1 LogProb:-15.421127945842095
Palabra:drone Frec:8 LogProb:-13.251202944399783
Palabra:drones Frec:4 LogProb:-14.099199850954733
Palabra:drool Frec:1 LogProb:-15.421127945842095
Palabra:drop Frec:3 LogProb:-14.421127945842095
Palabra:dropped Frec:9 LogProb:-13.099199850954733
Palabra:dropping Frec:1 LogProb:-15.421127945842095
Palabra:drops Frec:2 LogProb:-14.836165445120939
Palabra:drought Frec:47 LogProb:-10.836165445120939
Palabra:droughtmonitor Frec:1 LogProb:-15.421127945842095
Palabra:droughts Frec:1 LogProb:-15.421127945842095
Palabra:drove Frec:3 LogProb:-14.421127945842095
Palabra:drown Frec:7 LogProb:-13.421127945842096
Palabra:drowned Frec:22 LogProb:-11.89756598978508
Palabra:drowning Frec:23 LogProb:-11.836165445120939
Palabra:drpquw Frec:1 LogProb:-15.421127945842095
Palabra:drso Frec:1 LogProb:-15.421127945842095
Palabra:drug Frec:2 LogProb:-14.836165445120939
Palabra:drugs Frec:2 LogProb:-14.836165445120939
Palabra:drum Frec:1 LogProb:-15.421127945842095
Palabra:drummond Frec:1 LogProb:-15.421127945842095
Palabra:drums Frec:2 LogProb:-14.836165445120939
Palabra:drunk Frec:8 LogProb:-13.251202944399783
Palabra:dry Frec:6 LogProb:-13.61377302378449
Palabra:dryden Frec:1 LogProb:-15.421127945842095
Palabra:dryer Frec:1 LogProb:-15.421127945842095
Palabra:drying Frec:1 LogProb:-15.421127945842095
Palabra:ds Frec:3 LogProb:-14.421127945842095
Palabra:dsc Frec:1 LogProb:-15.421127945842095
Palabra:dsk Frec:1 LogProb:-15.421127945842095
Palabra:dsln Frec:1 LogProb:-15.421127945842095
Palabra:dsp Frec:1 LogProb:-15.421127945842095
Palabra:dssfwue Frec:1 LogProb:-15.421127945842095
Palabra:dt Frec:3 LogProb:-14.421127945842095
Palabra:dthj Frec:1 LogProb:-15.421127945842095
Palabra:dti Frec:1 LogProb:-15.421127945842095
Palabra:dtn Frec:4 LogProb:-14.099199850954733
Palabra:dtoqo Frec:1 LogProb:-15.421127945842095
Palabra:dtr Frec:1 LogProb:-15.421127945842095
Palabra:du Frec:2 LogProb:-14.836165445120939
Palabra:dua Frec:1 LogProb:-15.421127945842095
Palabra:dubbo Frec:1 LogProb:-15.421127945842095
Palabra:dublin Frec:3 LogProb:-14.421127945842095
Palabra:dubstep Frec:1 LogProb:-15.421127945842095
Palabra:duck Frec:1 LogProb:-15.421127945842095
Palabra:dud Frec:1 LogProb:-15.421127945842095
Palabra:duda Frec:1 LogProb:-15.421127945842095
Palabra:dude Frec:7 LogProb:-13.421127945842096
Palabra:dudes Frec:2 LogProb:-14.836165445120939
Palabra:due Frec:36 LogProb:-11.211674580213145
Palabra:dum Frec:1 LogProb:-15.421127945842095
Palabra:duma Frec:1 LogProb:-15.421127945842095
Palabra:dumb Frec:4 LogProb:-14.099199850954733
Palabra:dumped Frec:2 LogProb:-14.836165445120939
Palabra:dumping Frec:1 LogProb:-15.421127945842095
Palabra:dumpster Frec:1 LogProb:-15.421127945842095
Palabra:dundee Frec:3 LogProb:-14.421127945842095
Palabra:dungeons Frec:1 LogProb:-15.421127945842095
Palabra:duo Frec:4 LogProb:-14.099199850954733
Palabra:durden Frec:1 LogProb:-15.421127945842095
Palabra:during Frec:58 LogProb:-10.538484896480254
Palabra:dust Frec:33 LogProb:-11.333665104591756
Palabra:duststorm Frec:2 LogProb:-14.836165445120939
Palabra:dutch Frec:7 LogProb:-13.421127945842096
Palabra:dutton Frec:1 LogProb:-15.421127945842095
Palabra:duty Frec:2 LogProb:-14.836165445120939
Palabra:duvdk Frec:1 LogProb:-15.421127945842095
Palabra:dv Frec:1 LogProb:-15.421127945842095
Palabra:dvc Frec:3 LogProb:-14.421127945842095
Palabra:dvd Frec:2 LogProb:-14.836165445120939
Palabra:dvdssofn Frec:1 LogProb:-15.421127945842095
Palabra:dvgrvh Frec:1 LogProb:-15.421127945842095
Palabra:dvi Frec:1 LogProb:-15.421127945842095
Palabra:dvxega Frec:1 LogProb:-15.421127945842095
Palabra:dw Frec:2 LogProb:-14.836165445120939
Palabra:dw_english Frec:1 LogProb:-15.421127945842095
Palabra:dwindling Frec:1 LogProb:-15.421127945842095
Palabra:dwkpc Frec:1 LogProb:-15.421127945842095
Palabra:dwq Frec:1 LogProb:-15.421127945842095
Palabra:dx Frec:2 LogProb:-14.836165445120939
Palabra:dxfkhdq Frec:1 LogProb:-15.421127945842095
Palabra:dxvdud Frec:1 LogProb:-15.421127945842095
Palabra:dye Frec:2 LogProb:-14.836165445120939
Palabra:dyersburg Frec:1 LogProb:-15.421127945842095
Palabra:dying Frec:4 LogProb:-14.099199850954733
Palabra:dywy Frec:1 LogProb:-15.421127945842095
Palabra:dyxtmrydu Frec:1 LogProb:-15.421127945842095
Palabra:dz Frec:2 LogProb:-14.836165445120939
Palabra:dzspugk Frec:1 LogProb:-15.421127945842095
Palabra:dzsvbz Frec:1 LogProb:-15.421127945842095
Palabra:dzw Frec:1 LogProb:-15.421127945842095
Palabra:e Frec:65 LogProb:-10.37673382648364
Palabra:ea Frec:2 LogProb:-14.836165445120939
Palabra:each Frec:7 LogProb:-13.421127945842096
Palabra:eafewr Frec:1 LogProb:-15.421127945842095
Palabra:eajelul Frec:2 LogProb:-14.836165445120939
Palabra:eaoka Frec:1 LogProb:-15.421127945842095
Palabra:ear Frec:1 LogProb:-15.421127945842095
Palabra:earlier Frec:7 LogProb:-13.421127945842096
Palabra:early Frec:14 LogProb:-12.514237350233577
Palabra:earned Frec:1 LogProb:-15.421127945842095
Palabra:earnest Frec:2 LogProb:-14.836165445120939
Palabra:earnings Frec:1 LogProb:-15.421127945842095
Palabra:ears Frec:1 LogProb:-15.421127945842095
Palabra:earth Frec:3 LogProb:-14.421127945842095
Palabra:earthquake Frec:62 LogProb:-10.443848022342179
Palabra:earthquakenews Frec:1 LogProb:-15.421127945842095
Palabra:earthquakes Frec:2 LogProb:-14.836165445120939
Palabra:earthtwerk Frec:1 LogProb:-15.421127945842095
Palabra:east Frec:23 LogProb:-11.836165445120939
Palabra:eastbound Frec:3 LogProb:-14.421127945842095
Palabra:eastern Frec:8 LogProb:-13.251202944399783
Palabra:easternoregon Frec:2 LogProb:-14.836165445120939
Palabra:easton Frec:1 LogProb:-15.421127945842095
Palabra:eastward Frec:2 LogProb:-14.836165445120939
Palabra:eat Frec:3 LogProb:-14.421127945842095
Palabra:eatb Frec:1 LogProb:-15.421127945842095
Palabra:eaten Frec:1 LogProb:-15.421127945842095
Palabra:eating Frec:1 LogProb:-15.421127945842095
Palabra:eau Frec:1 LogProb:-15.421127945842095
Palabra:eb Frec:6 LogProb:-13.61377302378449
Palabra:ebay Frec:3 LogProb:-14.421127945842095
Palabra:ebhurfl Frec:1 LogProb:-15.421127945842095
Palabra:ebj Frec:2 LogProb:-14.836165445120939
Palabra:eblokeve Frec:1 LogProb:-15.421127945842095
Palabra:ebmf Frec:1 LogProb:-15.421127945842095
Palabra:ebola Frec:20 LogProb:-12.028810523063335
Palabra:ebolaoutbreak Frec:1 LogProb:-15.421127945842095
Palabra:ebqm Frec:1 LogProb:-15.421127945842095
Palabra:ecbykjl Frec:1 LogProb:-15.421127945842095
Palabra:eccqvlt Frec:1 LogProb:-15.421127945842095
Palabra:ecggvnsn Frec:1 LogProb:-15.421127945842095
Palabra:eco Frec:1 LogProb:-15.421127945842095
Palabra:ecocide Frec:1 LogProb:-15.421127945842095
Palabra:ecology Frec:1 LogProb:-15.421127945842095
Palabra:economic Frec:5 LogProb:-13.836165445120939
Palabra:economics Frec:1 LogProb:-15.421127945842095
Palabra:economy Frec:3 LogProb:-14.421127945842095
Palabra:ecosystems Frec:1 LogProb:-15.421127945842095
Palabra:ecw Frec:1 LogProb:-15.421127945842095
Palabra:ed Frec:3 LogProb:-14.421127945842095
Palabra:eddy Frec:1 LogProb:-15.421127945842095
Palabra:edev Frec:1 LogProb:-15.421127945842095
Palabra:edinburgh Frec:5 LogProb:-13.836165445120939
Palabra:editorial Frec:2 LogProb:-14.836165445120939
Palabra:edmond Frec:1 LogProb:-15.421127945842095
Palabra:edmonton Frec:1 LogProb:-15.421127945842095
Palabra:edmund Frec:1 LogProb:-15.421127945842095
Palabra:edna Frec:1 LogProb:-15.421127945842095
Palabra:edofc Frec:1 LogProb:-15.421127945842095
Palabra:edsa Frec:1 LogProb:-15.421127945842095
Palabra:edt Frec:12 LogProb:-12.720688227701002
Palabra:educated Frec:1 LogProb:-15.421127945842095
Palabra:edw Frec:1 LogProb:-15.421127945842095
Palabra:edward Frec:1 LogProb:-15.421127945842095
Palabra:edwards Frec:1 LogProb:-15.421127945842095
Palabra:ee Frec:3 LogProb:-14.421127945842095
Palabra:eejyjky Frec:1 LogProb:-15.421127945842095
Palabra:eep Frec:1 LogProb:-15.421127945842095
Palabra:eerie Frec:1 LogProb:-15.421127945842095
Palabra:ef Frec:3 LogProb:-14.421127945842095
Palabra:efak Frec:3 LogProb:-14.421127945842095
Palabra:effect Frec:7 LogProb:-13.421127945842096
Palabra:effected Frec:1 LogProb:-15.421127945842095
Palabra:effects Frec:11 LogProb:-12.836165445120939
Palabra:effort Frec:2 LogProb:-14.836165445120939
Palabra:efforts Frec:4 LogProb:-14.099199850954733
Palabra:efiv Frec:1 LogProb:-15.421127945842095
Palabra:efmf Frec:1 LogProb:-15.421127945842095
Palabra:efst Frec:1 LogProb:-15.421127945842095
Palabra:eftj Frec:1 LogProb:-15.421127945842095
Palabra:eg Frec:3 LogProb:-14.421127945842095
Palabra:egged Frec:4 LogProb:-14.099199850954733
Palabra:egj Frec:1 LogProb:-15.421127945842095
Palabra:ego Frec:2 LogProb:-14.836165445120939
Palabra:egox Frec:1 LogProb:-15.421127945842095
Palabra:egplw Frec:1 LogProb:-15.421127945842095
Palabra:egypt Frec:6 LogProb:-13.61377302378449
Palabra:egyptian Frec:1 LogProb:-15.421127945842095
Palabra:eh Frec:4 LogProb:-14.099199850954733
Palabra:ehjhl Frec:1 LogProb:-15.421127945842095
Palabra:ehp Frec:1 LogProb:-15.421127945842095
Palabra:ehv Frec:1 LogProb:-15.421127945842095
Palabra:ehy Frec:1 LogProb:-15.421127945842095
Palabra:ei Frec:1 LogProb:-15.421127945842095
Palabra:eight Frec:2 LogProb:-14.836165445120939
Palabra:eighty Frec:2 LogProb:-14.836165445120939
Palabra:eii Frec:1 LogProb:-15.421127945842095
Palabra:either Frec:2 LogProb:-14.836165445120939
Palabra:eixnjjpt Frec:1 LogProb:-15.421127945842095
Palabra:ej Frec:1 LogProb:-15.421127945842095
Palabra:ejaculating Frec:1 LogProb:-15.421127945842095
Palabra:ejrl Frec:1 LogProb:-15.421127945842095
Palabra:ejs Frec:1 LogProb:-15.421127945842095
Palabra:ejtu Frec:1 LogProb:-15.421127945842095
Palabra:ejxolpu Frec:2 LogProb:-14.836165445120939
Palabra:ek Frec:1 LogProb:-15.421127945842095
Palabra:ekdar Frec:3 LogProb:-14.421127945842095
Palabra:ekiti Frec:2 LogProb:-14.836165445120939
Palabra:el Frec:12 LogProb:-12.720688227701002
Palabra:elanorofrohan Frec:1 LogProb:-15.421127945842095
Palabra:elderly Frec:1 LogProb:-15.421127945842095
Palabra:elections Frec:1 LogProb:-15.421127945842095
Palabra:electoral Frec:1 LogProb:-15.421127945842095
Palabra:electr Frec:1 LogProb:-15.421127945842095
Palabra:electric Frec:2 LogProb:-14.836165445120939
Palabra:electrical Frec:3 LogProb:-14.421127945842095
Palabra:electricity Frec:3 LogProb:-14.421127945842095
Palabra:electro Frec:1 LogProb:-15.421127945842095
Palabra:electrocute Frec:4 LogProb:-14.099199850954733
Palabra:electrocuted Frec:16 LogProb:-12.333665104591756
Palabra:electronic Frec:3 LogProb:-14.421127945842095
Palabra:elem Frec:2 LogProb:-14.836165445120939
Palabra:elementary Frec:1 LogProb:-15.421127945842095
Palabra:elephant Frec:2 LogProb:-14.836165445120939
Palabra:elephantintheroom Frec:1 LogProb:-15.421127945842095
Palabra:elevated Frec:5 LogProb:-13.836165445120939
Palabra:eligible Frec:1 LogProb:-15.421127945842095
Palabra:elijah Frec:2 LogProb:-14.836165445120939
Palabra:elimzi Frec:1 LogProb:-15.421127945842095
Palabra:eliotschool Frec:1 LogProb:-15.421127945842095
Palabra:elite Frec:1 LogProb:-15.421127945842095
Palabra:elizabeth Frec:1 LogProb:-15.421127945842095
Palabra:elk Frec:1 LogProb:-15.421127945842095
Palabra:elkhorn Frec:2 LogProb:-14.836165445120939
Palabra:ell Frec:1 LogProb:-15.421127945842095
Palabra:elliott Frec:3 LogProb:-14.421127945842095
Palabra:else Frec:8 LogProb:-13.251202944399783
Palabra:elsewere Frec:1 LogProb:-15.421127945842095
Palabra:elszifz Frec:1 LogProb:-15.421127945842095
Palabra:elvia Frec:1 LogProb:-15.421127945842095
Palabra:elzswnr Frec:1 LogProb:-15.421127945842095
Palabra:em Frec:5 LogProb:-13.836165445120939
Palabra:email Frec:4 LogProb:-14.099199850954733
Palabra:embarrassing Frec:1 LogProb:-15.421127945842095
Palabra:ember Frec:1 LogProb:-15.421127945842095
Palabra:embra Frec:1 LogProb:-15.421127945842095
Palabra:emerg Frec:2 LogProb:-14.836165445120939
Palabra:emerged Frec:1 LogProb:-15.421127945842095
Palabra:emergencies Frec:1 LogProb:-15.421127945842095
Palabra:emergency Frec:110 LogProb:-9.62671207949199
Palabra:emerges Frec:1 LogProb:-15.421127945842095
Palabra:emilee Frec:1 LogProb:-15.421127945842095
Palabra:emily Frec:1 LogProb:-15.421127945842095
Palabra:emittin Frec:1 LogProb:-15.421127945842095
Palabra:emm Frec:1 LogProb:-15.421127945842095
Palabra:emmerdale Frec:5 LogProb:-13.836165445120939
Palabra:emmy Frec:1 LogProb:-15.421127945842095
Palabra:emotional Frec:1 LogProb:-15.421127945842095
Palabra:emotionally Frec:2 LogProb:-14.836165445120939
Palabra:emotions Frec:1 LogProb:-15.421127945842095
Palabra:emp Frec:1 LogProb:-15.421127945842095
Palabra:employed Frec:1 LogProb:-15.421127945842095
Palabra:employee Frec:1 LogProb:-15.421127945842095
Palabra:emptive Frec:1 LogProb:-15.421127945842095
Palabra:empty Frec:3 LogProb:-14.421127945842095
Palabra:ems Frec:2 LogProb:-14.836165445120939
Palabra:emsc Frec:1 LogProb:-15.421127945842095
Palabra:emsne Frec:1 LogProb:-15.421127945842095
Palabra:emv Frec:1 LogProb:-15.421127945842095
Palabra:en Frec:3 LogProb:-14.421127945842095
Palabra:enacted Frec:1 LogProb:-15.421127945842095
Palabra:enacts Frec:1 LogProb:-15.421127945842095
Palabra:enca Frec:1 LogProb:-15.421127945842095
Palabra:encoded Frec:1 LogProb:-15.421127945842095
Palabra:encounter Frec:3 LogProb:-14.421127945842095
Palabra:encouraged Frec:1 LogProb:-15.421127945842095
Palabra:encouragement Frec:3 LogProb:-14.421127945842095
Palabra:encyclopedia Frec:1 LogProb:-15.421127945842095
Palabra:end Frec:24 LogProb:-11.777271756067371
Palabra:endangered Frec:1 LogProb:-15.421127945842095
Palabra:endconflict Frec:1 LogProb:-15.421127945842095
Palabra:ended Frec:4 LogProb:-14.099199850954733
Palabra:ending Frec:2 LogProb:-14.836165445120939
Palabra:endoccupation Frec:1 LogProb:-15.421127945842095
Palabra:endorses Frec:2 LogProb:-14.836165445120939
Palabra:ends Frec:5 LogProb:-13.836165445120939
Palabra:enduring Frec:1 LogProb:-15.421127945842095
Palabra:enef Frec:1 LogProb:-15.421127945842095
Palabra:enemies Frec:3 LogProb:-14.421127945842095
Palabra:enemity Frec:1 LogProb:-15.421127945842095
Palabra:energiewende Frec:1 LogProb:-15.421127945842095
Palabra:energy Frec:5 LogProb:-13.836165445120939
Palabra:enfant Frec:1 LogProb:-15.421127945842095
Palabra:enforced Frec:1 LogProb:-15.421127945842095
Palabra:enforcement Frec:2 LogProb:-14.836165445120939
Palabra:engage Frec:1 LogProb:-15.421127945842095
Palabra:engaged Frec:1 LogProb:-15.421127945842095
Palabra:engagement Frec:1 LogProb:-15.421127945842095
Palabra:engine Frec:3 LogProb:-14.421127945842095
Palabra:engineers Frec:1 LogProb:-15.421127945842095
Palabra:engines Frec:1 LogProb:-15.421127945842095
Palabra:england Frec:5 LogProb:-13.836165445120939
Palabra:english Frec:3 LogProb:-14.421127945842095
Palabra:engulfed Frec:22 LogProb:-11.89756598978508
Palabra:engulfs Frec:1 LogProb:-15.421127945842095
Palabra:enhanced Frec:1 LogProb:-15.421127945842095
Palabra:enjoy Frec:2 LogProb:-14.836165445120939
Palabra:enjoying Frec:3 LogProb:-14.421127945842095
Palabra:enola Frec:1 LogProb:-15.421127945842095
Palabra:enolagay Frec:1 LogProb:-15.421127945842095
Palabra:enormous Frec:1 LogProb:-15.421127945842095
Palabra:enough Frec:8 LogProb:-13.251202944399783
Palabra:enroute Frec:3 LogProb:-14.421127945842095
Palabra:enrt Frec:3 LogProb:-14.421127945842095
Palabra:enslaved Frec:1 LogProb:-15.421127945842095
